ID,order_key,part_supply_ID,line_number,quantity,extended_price,discount,tax,return_flag,line_status,ship_date,commitment_date,receipt_date,ship_instructions,ship_mode,comments
1610,445,151,3,9,55.15,0.14,1.13,N,Shipped,2023-08-20,2023-03-24,2023-06-03,Certain region its finally left issue stock bed.,Land,Get machine remain painting machine within.
1611,903,92,2,10,21.61,0.09,6.01,Y,Shipped,2023-05-14,2023-06-14,2023-08-10,Police environmental or individual situation.,Sea,Late hot discover many address everyone information.
1612,103,102,1,4,72.75,0.09,5.54,Y,Shipped,2023-08-07,2023-12-04,2023-10-02,Land middle month area director us.,Land,Yes whole treatment break card term choose ability.
1613,584,157,4,4,41.94,0.06,5.4,Y,Pending,2023-05-22,2023-11-29,2023-06-15,Feel young once use present hold friend.,Sea,Technology together cut indicate culture.
1614,456,91,3,8,81.94,0.05,8.02,N,Pending,2024-01-11,2023-03-13,2023-11-22,Give take itself movie do view.,Air,Factor fish stage run opportunity generation seem explain.
1615,782,72,3,3,23.79,0.42,8.06,Y,Shipped,2023-09-23,2023-11-30,2023-10-16,Air money side discussion recognize seven fact.,Land,Nothing Mr then serious fine do hour.
1616,417,57,2,6,51.66,0.36,9.79,N,Shipped,2023-09-19,2023-03-29,2023-02-28,Pull head deal between what.,Sea,Image wrong do third.
1617,361,146,4,4,18.83,0.03,1.81,Y,Shipped,2023-11-03,2023-05-31,2023-03-13,Author rather tough cover real sometimes hope.,Sea,Drug first fish.
1618,780,162,5,4,94.7,0.41,5.26,Y,Pending,2023-03-19,2023-11-29,2024-01-24,Effect business according maybe value five.,Sea,Require scene necessary positive party.
1619,227,155,5,2,21.82,0.33,3.55,N,Pending,2024-02-02,2023-12-22,2023-10-23,Probably control couple be policy edge.,Sea,Help pass not base company personal together.
1620,281,172,2,8,41.41,0.39,8.48,N,Shipped,2024-01-13,2023-10-01,2023-07-03,View wife enter.,Air,These her plan history other must stuff.
1621,177,79,2,7,78.87,0.15,7.37,N,Shipped,2023-10-16,2023-02-15,2023-09-01,Home certainly expect.,Sea,However economy lose pattern.
1622,434,197,3,9,12.62,0.24,6.5,Y,Pending,2023-08-29,2023-08-28,2023-07-23,Be carry now call.,Air,View each national happy address.
1623,397,184,4,7,74.12,0.03,8.36,N,Shipped,2023-11-20,2024-02-10,2023-08-08,Yes church weight when three future far back.,Land,Radio future oil pretty lose group middle.
1624,194,84,3,5,35.41,0.2,2.87,N,Pending,2023-06-23,2023-06-01,2023-07-05,Land site seven effect candidate.,Sea,Sit no every when.
1625,976,140,5,2,95.11,0.24,7.16,N,Pending,2023-03-26,2023-10-03,2023-08-07,Admit about traditional letter attack through.,Sea,Trip audience level page forward blue nor.
1626,760,79,2,6,20.56,0.35,3.6,Y,Pending,2024-02-06,2023-10-18,2023-08-07,Certain parent among four argue office.,Air,Truth full manager spring.
1627,696,169,1,6,43.95,0.39,5.47,Y,Shipped,2023-06-13,2023-08-03,2023-04-25,Wide yes with age have.,Sea,Computer suffer beat down.
1628,532,65,2,2,20.2,0.01,6.78,Y,Pending,2023-03-28,2023-11-18,2023-10-15,Drug outside soon sing thing.,Sea,Both bad life sport exactly above voice.
1629,833,103,5,10,57.91,0.24,6.66,Y,Shipped,2023-06-04,2023-12-23,2023-04-15,Plan affect quite hear inside ever perhaps.,Air,Sister time fill yard even peace approach range.
1630,51,117,2,5,56.46,0.28,7.11,Y,Shipped,2023-07-01,2023-12-17,2024-01-16,Cause writer gun on start field word seat.,Sea,News PM nation certain finish coach.
1631,662,107,4,7,36.94,0.4,9.61,N,Pending,2023-04-18,2023-03-21,2023-04-28,Eye nature money clearly rise fund local.,Sea,Low wind care.
1632,993,105,5,6,97.83,0.37,8.03,Y,Pending,2023-04-03,2023-10-16,2024-02-08,Store foot treat west five carry interesting.,Land,Charge very bank name civil know.
1633,743,173,1,4,77.36,0.44,9.9,Y,Pending,2023-08-20,2024-01-31,2023-10-16,Standard edge purpose have necessary right thought.,Air,Seven once us reflect unit.
1634,76,66,3,1,56.54,0.48,4.22,Y,Shipped,2023-03-23,2023-03-15,2023-05-04,Provide glass lot top.,Land,Add argue camera from PM leader.
1635,508,72,3,5,93.57,0.09,6.31,Y,Shipped,2023-07-30,2024-01-06,2023-12-19,Heavy catch food full best keep any large.,Land,Process young right sing politics shake.
1636,232,153,4,4,59.05,0.03,4.03,N,Pending,2023-11-18,2023-05-03,2023-07-11,Meeting country bit wife.,Sea,Prove once class maybe subject.
1637,16,102,4,5,21.71,0.41,8.46,Y,Pending,2023-09-11,2023-09-16,2023-06-13,Leader purpose thought agree difference hour.,Air,Learn yet different hundred thus girl.
1638,183,40,5,3,55.45,0.25,8.39,N,Pending,2023-04-15,2023-06-08,2024-01-08,Thus education opportunity nor defense.,Land,Organization involve way a still.
1639,871,128,3,9,32.43,0.43,9.21,Y,Pending,2023-09-12,2023-06-05,2023-04-15,Buy health shoulder respond travel draw spend.,Sea,Watch do close town thought.
1640,367,157,2,1,94.43,0.12,1.68,Y,Pending,2023-12-19,2023-06-13,2023-07-05,Other fight somebody home share affect.,Land,Book lay ago thought.
1641,26,34,4,3,61.41,0.34,5.31,Y,Shipped,2023-08-02,2023-11-11,2023-11-18,Pull health catch among better while.,Air,Affect from stay above per.
1642,140,19,5,7,85.41,0.41,3.24,Y,Pending,2023-05-25,2023-05-10,2023-08-21,Little reality before campaign.,Sea,Sell listen teacher economic.
1643,916,172,3,10,99.15,0.28,7.81,Y,Pending,2023-09-11,2023-05-11,2023-06-30,When house our.,Land,Book rule place skill none.
1644,660,188,2,5,63.02,0.48,6.72,N,Pending,2023-12-18,2024-01-21,2023-11-13,Thousand at party successful laugh.,Sea,Go conference run air.
1645,586,100,4,1,59.36,0.2,6.67,N,Pending,2023-09-26,2023-11-10,2024-01-02,Laugh behavior PM cup car.,Land,Successful popular true reason road court social.
1646,119,175,5,4,33.26,0.45,4.34,N,Pending,2023-12-15,2023-06-14,2023-06-08,Oil well again option marriage.,Land,Without break with agency.
1647,998,172,4,10,81.32,0.16,1.51,N,Pending,2023-11-04,2023-05-25,2023-06-04,Nothing threat service push impact foreign.,Air,Discuss important back case.
1648,379,155,2,10,37.13,0.03,5.85,N,Shipped,2023-04-17,2023-11-22,2023-12-30,Official be out I event tonight radio watch.,Air,Forward any message city example set he.
1649,940,121,5,6,40.57,0.21,8.48,Y,Pending,2023-04-09,2023-08-10,2023-07-03,Real try glass collection trouble several develop.,Sea,Best medical once anyone possible court.
1650,967,75,4,4,62.57,0.39,9.98,Y,Pending,2023-06-14,2023-03-17,2023-10-14,Begin provide kitchen happen book week meet.,Air,Artist without view base throw.
1651,165,194,2,6,88.77,0.02,7.2,Y,Pending,2024-01-11,2024-01-17,2023-03-18,Discover mouth compare animal writer.,Air,Property whom car never significant bit walk.
1652,619,170,2,1,20.13,0.26,6.33,N,Pending,2023-12-24,2023-08-13,2023-06-30,Include site heart according bank lead site.,Land,Lose my get these decision Mrs page.
1653,262,62,4,5,61.99,0.11,9.15,N,Shipped,2023-08-10,2023-09-29,2023-09-13,Mr yet whose get argue.,Sea,Own dream their staff son to.
1654,150,59,3,3,17.5,0.06,8.65,Y,Pending,2023-11-01,2023-07-29,2023-03-31,Unit cold feeling that country appear.,Sea,Herself me morning position.
1655,176,54,2,6,58.54,0.29,6.84,Y,Shipped,2023-11-04,2023-11-06,2023-07-25,Everyone eat together quite share.,Air,Evidence risk myself health safe.
1656,89,30,1,7,82.24,0.19,6.24,N,Pending,2023-07-15,2023-05-19,2023-07-07,Care choice interesting heavy.,Land,Never game dark learn.
1657,247,153,3,3,60.13,0.17,1.31,N,Pending,2024-02-06,2023-03-18,2023-07-28,Baby difference responsibility charge director out.,Land,Particularly help hour statement here gas.
1658,585,14,1,1,58.99,0.03,9.58,Y,Shipped,2024-01-01,2023-06-24,2024-01-31,Coach wife bring education people clear science.,Land,Man learn along least nothing catch what.
1659,532,162,5,6,31.49,0.28,3.75,N,Shipped,2024-01-28,2023-03-26,2023-11-19,Also politics particular just free.,Land,Instead later kind although.
1660,693,113,1,5,22.9,0.05,1.39,N,Pending,2023-10-22,2023-09-12,2023-10-14,Hour choose particularly specific approach home task.,Land,Evening prevent attorney officer large Mrs general.
1661,303,10,2,8,16.76,0.43,2.77,Y,Pending,2023-05-27,2023-06-29,2023-10-02,Would police answer sometimes.,Sea,Defense where they paper mouth picture.
1662,378,7,3,8,23.31,0.08,8.83,Y,Shipped,2023-07-09,2023-03-18,2023-04-21,Particularly quickly reduce according oil well front class.,Air,Lay exactly try cost view.
1663,883,179,4,3,86.97,0.05,7.24,Y,Shipped,2023-08-23,2023-12-29,2023-11-26,Final character over talk all.,Air,Never blue let action.
1664,195,99,1,8,53.95,0.2,5.39,Y,Shipped,2024-01-08,2023-12-12,2024-02-10,Provide hard son inside popular some.,Land,Trade police describe through expert.
1665,640,96,5,10,40.92,0.47,6.4,Y,Shipped,2023-09-27,2023-06-14,2023-09-24,Government clear affect activity unit most measure kid.,Sea,Far throughout see perhaps.
1666,248,40,2,4,83.93,0.45,7.97,N,Shipped,2023-06-03,2024-01-26,2023-05-03,Road cover human throw accept require.,Air,Wait film computer fill operation.
1667,334,138,3,1,49.5,0.2,6.92,Y,Shipped,2023-04-20,2023-11-29,2023-09-30,Drug opportunity live class.,Sea,Forward either particular catch several people.
1668,647,46,2,4,84.79,0.41,4.55,N,Pending,2023-07-18,2024-01-18,2023-12-15,Join either know large hair have.,Land,Send practice wait officer second wonder.
1669,193,170,3,2,71.6,0.1,8.34,Y,Shipped,2023-11-15,2023-05-01,2023-02-17,Prevent act purpose upon chance issue American.,Air,Her moment head action fill.
1670,707,12,3,1,97.32,0.12,2.26,N,Shipped,2023-02-18,2023-07-10,2023-11-16,Government a free old voice dream move.,Land,Listen able week lay.
1671,200,23,1,4,69.89,0.37,5.52,Y,Shipped,2023-08-17,2023-03-07,2023-08-09,Nearly pick use just task him area.,Land,Front wide dog according analysis.
1672,54,98,3,6,56.31,0.03,9.27,N,Shipped,2023-11-24,2023-09-10,2023-03-10,Remain stuff thus surface tough participant rate.,Air,Boy bill series international their.
1673,968,116,5,2,97.76,0.22,8.83,N,Shipped,2023-07-31,2023-05-21,2024-02-09,Act until road water lead.,Air,Although rather usually he his need.
1674,437,104,2,2,11.2,0.35,8.35,N,Pending,2023-08-24,2024-01-27,2023-11-28,Blue until cut page what seven him appear.,Land,Even here vote any professional after.
1675,949,55,1,9,21.87,0.11,7.11,Y,Shipped,2024-01-18,2023-02-23,2023-12-12,Expert travel believe.,Air,Range think whole paper continue.
1676,692,112,1,5,32.45,0.36,5.99,Y,Shipped,2023-08-29,2023-04-23,2023-09-15,Woman lot run good generation build miss.,Sea,Fish such recently foot could left.
1677,270,4,5,9,99.38,0.31,4.3,Y,Shipped,2023-11-25,2023-08-26,2023-04-25,Economic determine surface president moment certain.,Air,Once own successful material.
1678,238,11,1,10,88.31,0.01,1.03,N,Shipped,2023-04-28,2023-08-24,2023-11-04,Role coach end technology study pull.,Air,Music those share decide bed nation fire.
1679,176,133,4,5,10.75,0.32,4.16,N,Pending,2023-03-23,2023-10-31,2023-09-14,Operation all tend month.,Sea,First yeah every interest.
1680,488,65,3,9,84.7,0.35,7.52,N,Pending,2023-11-24,2023-10-28,2023-03-21,To whether sort early push.,Land,About although movement station development.
1681,787,48,4,5,77.27,0.37,8.79,N,Shipped,2024-02-01,2023-03-11,2023-10-19,Almost now its attention agree contain.,Air,Particularly campaign guy control near also hold.
1682,154,198,3,6,15.41,0.14,4.36,N,Shipped,2024-02-03,2023-12-31,2023-12-20,Race make serious author sort sort increase.,Land,Tell how magazine democratic street camera.
1683,39,63,2,5,69.17,0.22,9.88,N,Pending,2023-07-09,2023-11-15,2023-04-11,Leader include statement major well.,Air,Miss scene responsibility know financial compare.
1684,6,166,2,1,38.41,0.23,4.16,N,Pending,2023-11-19,2023-06-08,2023-08-10,Go view development election again.,Land,Son add person send begin when.
1685,996,116,2,8,90.33,0.27,9.67,Y,Pending,2023-08-10,2023-10-08,2024-02-12,Fund mind cell despite case.,Land,It political camera stop begin think.
1686,254,52,5,6,51.26,0.47,9.22,Y,Pending,2023-12-25,2023-12-05,2023-08-18,Mission employee center next particularly.,Land,Strategy stay war religious hit rule.
1687,261,166,3,3,37.51,0.29,3.46,N,Pending,2023-11-10,2023-06-24,2023-03-26,Hit red remain include boy blood natural.,Air,Senior sound body plant.
1688,236,33,5,7,75.03,0.12,6.16,N,Pending,2023-05-31,2023-06-02,2023-12-25,Necessary decision test talk at.,Air,Ok tonight seven military through knowledge.
1689,535,60,4,5,89.42,0.46,2.99,N,Shipped,2023-07-27,2023-03-08,2023-04-07,Across whatever our interview leader phone.,Land,Far dark method parent.
1690,34,145,2,5,41.37,0.17,5.18,N,Shipped,2023-03-09,2023-07-04,2023-07-12,At executive road impact prepare already.,Land,Left major size four mother far.
1691,880,18,5,2,82.23,0.27,1.36,N,Shipped,2023-08-04,2023-06-25,2023-05-15,The example position risk space.,Land,Agreement physical rule special wife discuss they.
1692,93,131,5,4,82.49,0.26,6.46,N,Shipped,2023-07-15,2023-10-26,2023-07-23,Military unit if meet official situation.,Sea,Collection debate weight kitchen.
1693,424,73,3,5,71.83,0.24,6.69,Y,Pending,2024-02-01,2023-09-03,2023-11-16,East church key rather.,Air,Back people good pay determine.
1694,874,36,4,8,17.99,0.1,1.93,Y,Shipped,2023-11-26,2023-11-19,2023-08-14,Adult white real stuff career wall.,Land,Beautiful music because.
1695,19,157,4,10,49.6,0.04,7.24,Y,Shipped,2023-07-15,2023-06-20,2023-05-09,Energy break across around.,Land,Three affect seven whole last.
1696,148,146,3,2,60.96,0.04,8.65,N,Pending,2023-10-18,2023-07-17,2023-06-04,Society yourself air pick list not.,Land,Create specific east adult sea forward buy.
1697,776,112,1,7,22.68,0.37,1.95,N,Shipped,2023-03-07,2023-10-02,2023-09-15,Similar significant land view TV successful.,Air,Shoulder only western now executive.
1698,730,165,2,6,15.05,0.05,3.21,Y,Shipped,2023-03-14,2023-03-19,2023-08-05,Wait take determine physical.,Sea,Wall case face.
1699,156,109,2,7,16.76,0.36,4.99,N,Pending,2023-12-03,2023-07-27,2023-12-11,On account another relationship skin.,Air,Peace participant hard occur page.
1700,277,12,5,1,51.81,0.17,5.35,Y,Shipped,2023-10-25,2023-09-17,2023-02-23,Require half American herself.,Air,Will plan he minute determine address.
1701,118,125,5,3,39.79,0.4,9.95,N,Pending,2023-11-08,2024-01-09,2023-06-21,Run take against happen.,Land,Site magazine exactly value arrive brother why.
1702,734,73,4,7,15.07,0.13,1.42,Y,Pending,2023-11-27,2023-05-17,2023-11-23,Note hand face close major college.,Land,Relationship really happy.
1703,392,46,3,1,17.81,0.21,3.73,Y,Shipped,2023-08-03,2023-06-10,2023-10-26,These here need let.,Sea,Hospital himself many can view.
1704,605,57,1,8,19.85,0.09,7.31,N,Shipped,2023-06-08,2024-02-04,2023-11-15,Material follow benefit second.,Air,Receive per paper peace these treatment message.
1705,865,94,1,9,21.72,0.2,3.05,Y,Shipped,2023-09-08,2023-05-28,2023-06-06,Picture leave president town field.,Sea,Record rest nature according would matter.
1706,349,73,1,7,89.76,0.24,4.24,Y,Shipped,2023-05-01,2023-08-05,2023-04-25,Visit I where seven late pretty beat.,Air,Process movie arrive throughout public environment manage.
1707,948,137,3,6,50.67,0.33,2.99,N,Shipped,2024-01-24,2023-05-24,2023-10-20,Himself senior worry natural because watch throw.,Land,Affect score win staff friend challenge once side.
1708,754,61,4,1,57.85,0.4,7.72,Y,Shipped,2024-01-16,2023-09-07,2023-04-16,Movement foot back ago stuff dark stage.,Sea,Team leave local wind court across.
1709,418,66,1,7,58.1,0.02,3.06,Y,Shipped,2023-12-05,2023-10-19,2023-05-12,Month avoid pattern work this blue scientist.,Air,Listen wrong relationship eat everyone range.
1710,608,100,4,2,35.48,0.32,8.19,N,Pending,2023-09-06,2023-08-27,2023-07-29,Across TV garden wall statement maintain.,Sea,Through science general activity final staff single.
1711,952,144,5,5,54.19,0.21,5.62,N,Pending,2024-01-23,2023-09-23,2023-04-25,Look form knowledge.,Land,Best talk among bag what foreign.
1712,649,69,3,9,69.9,0.16,4.94,Y,Pending,2023-11-12,2023-10-27,2023-11-15,Support sign individual police.,Sea,Administration standard series environment scene scientist say.
1713,419,185,1,10,99.29,0.39,4.19,N,Shipped,2023-09-26,2023-09-16,2023-07-23,Run pattern training challenge continue military tree.,Sea,Finish letter his future travel impact on spring.
1714,588,9,2,7,82.06,0.37,4.18,N,Pending,2023-04-18,2023-09-03,2023-02-17,Poor usually hear local beyond care authority.,Air,Color forward bill ability student.
1715,185,12,1,6,58.69,0.06,7.87,N,Pending,2023-11-06,2023-04-09,2023-04-07,Late close door official main age.,Land,Including allow forward so they line.
1716,425,108,1,6,39.23,0.46,6.36,Y,Pending,2023-09-22,2023-04-10,2023-09-17,Likely out every their nothing.,Air,No bill as require.
1717,190,59,4,8,23.91,0.36,7.65,N,Shipped,2023-02-14,2023-04-18,2023-03-09,Cold state summer today last.,Sea,Sport activity free contain key focus.
1718,679,181,5,2,92.3,0.1,3.88,Y,Shipped,2023-06-05,2023-08-14,2023-06-16,Suggest agent morning effort friend.,Land,Home every require suddenly none.
1719,439,1,2,6,94.94,0.28,4.84,N,Pending,2023-03-26,2023-04-18,2023-11-30,Church institution after around.,Air,Leg book build tend side.
1720,577,155,2,6,79.66,0.09,9.04,N,Pending,2023-08-18,2024-01-05,2023-03-28,Arrive into reflect beyond outside.,Air,Six want charge.
1721,597,46,2,2,92.88,0.04,7.29,Y,Shipped,2023-10-02,2023-05-27,2024-01-09,Hotel car ability scientist.,Air,Ok pick and hope their public.
1722,595,62,3,2,17.39,0.16,4.18,Y,Shipped,2023-08-06,2023-03-21,2023-02-26,Share response into read.,Air,For add choice for blue site into.
1723,519,140,4,3,16.76,0.32,4.09,Y,Pending,2023-08-06,2023-10-02,2023-07-20,Want happy resource tough.,Land,Light can vote discuss.
1724,784,73,3,5,80.02,0.18,2.17,N,Shipped,2023-05-23,2024-01-18,2023-05-07,Republican hundred subject.,Land,Not data country growth.
1725,454,199,3,9,93.38,0.48,6.27,N,Pending,2023-05-29,2023-04-28,2023-08-23,Draw thus history.,Air,Picture moment occur compare opportunity rather everyone.
1726,795,130,4,5,34.01,0.49,3.91,Y,Pending,2024-01-31,2023-03-26,2023-03-14,Subject Mr inside chair people build.,Air,Expect garden local sure growth loss individual.
1727,640,75,2,6,38.71,0.0,4.46,N,Pending,2023-12-15,2023-04-28,2023-04-02,Physical size kind social.,Land,Mother guy above political give.
1728,977,111,5,1,59.54,0.26,8.09,Y,Shipped,2023-06-23,2024-02-01,2023-06-06,Own machine wonder hope report bank.,Sea,Sure change exactly marriage series voice side much.
1729,563,138,1,7,39.63,0.01,2.46,N,Pending,2023-11-02,2024-02-03,2023-02-27,Conference wait leg need shoulder himself base.,Land,Strong usually year young than two on.
1730,687,120,3,7,11.44,0.1,9.47,Y,Pending,2023-04-19,2023-03-07,2024-02-10,Spend generation worker through respond draw.,Air,Power necessary rule action.
1731,791,41,3,4,99.88,0.09,3.11,N,Pending,2023-08-22,2023-03-19,2023-07-15,Issue loss culture material.,Land,Wear standard example sign.
1732,158,106,1,10,87.46,0.16,3.6,N,Pending,2023-04-21,2023-11-13,2023-08-05,Kind book all fund radio off table.,Sea,Hot beautiful forward plant sell whether the.
1733,532,11,3,5,71.87,0.38,8.52,Y,Pending,2023-10-19,2023-09-16,2023-10-28,Even significant team coach event.,Air,Fast indeed say no.
1734,846,123,4,5,66.38,0.06,2.19,N,Shipped,2023-09-30,2023-09-21,2023-08-27,Consumer star big vote.,Land,Over weight evidence today explain focus computer toward.
1735,943,75,1,3,48.6,0.37,6.94,Y,Shipped,2023-12-29,2024-01-26,2023-05-13,Movie base economy suffer information conference reach.,Sea,Ground once increase want.
1736,876,63,3,9,27.48,0.12,3.34,N,Shipped,2023-11-11,2023-10-17,2023-06-03,Degree education change TV discuss.,Sea,Account decide reduce every exist sign actually.
1737,920,145,2,4,17.33,0.05,1.54,N,Pending,2023-12-18,2023-12-22,2023-07-30,Many imagine site story story difference carry.,Land,Him southern end great arm.
1738,585,120,3,1,71.63,0.05,3.31,N,Pending,2023-08-09,2023-10-25,2023-04-19,Hundred million bad address recent contain artist.,Air,Way suggest interesting prove east hundred.
1739,442,197,1,1,38.69,0.09,3.08,Y,Shipped,2023-04-02,2023-04-07,2023-06-22,Term kitchen sound summer edge apply dog.,Air,Paper person step cut.
1740,612,120,2,2,37.07,0.43,6.8,N,Pending,2023-11-29,2023-08-17,2023-02-26,Difficult community particularly gun least.,Air,Up ask difference.
1741,391,36,4,10,51.91,0.36,9.3,N,Pending,2024-02-09,2023-03-02,2023-02-19,Catch film season drop green dark choice create.,Air,Many special necessary billion.
1742,725,50,1,7,69.86,0.3,1.63,N,Shipped,2023-08-06,2024-02-07,2024-01-15,Might just important reflect federal discover base suffer.,Land,Push blue compare establish although product black.
1743,162,14,5,10,59.77,0.21,4.15,N,Pending,2024-02-07,2024-01-23,2023-04-13,Have enjoy them minute example.,Land,Community along thing raise water nature.
1744,470,55,5,3,31.28,0.34,1.58,Y,Pending,2023-09-19,2023-06-26,2023-06-02,Article any resource box war sit.,Air,Plan network rich role concern wife.
1745,387,73,2,4,62.85,0.37,7.73,Y,Pending,2024-01-13,2024-01-01,2023-07-30,Vote owner approach work.,Air,Clear firm return reduce lawyer.
1746,85,185,5,4,15.04,0.44,8.01,Y,Shipped,2023-06-02,2023-05-23,2023-10-28,With record dog itself good energy.,Sea,Future effect college lay control.
1747,316,44,4,3,99.37,0.42,4.7,Y,Pending,2023-10-18,2023-04-23,2023-11-14,She still resource early war others down allow.,Air,Prepare process push see.
1748,622,29,2,10,61.1,0.4,7.94,N,Shipped,2023-12-21,2023-05-13,2023-11-11,So political public argue son.,Sea,Indicate old agent arrive town.
1749,689,167,4,8,93.93,0.28,1.82,N,Pending,2023-09-24,2023-09-05,2023-06-24,Walk herself any.,Air,Forward themselves not politics people become manager.
1750,925,167,3,10,24.94,0.36,6.51,Y,Pending,2023-06-15,2024-01-11,2023-04-04,If student after store because no.,Land,Professor bag give.
1751,746,148,2,6,44.9,0.23,9.67,Y,Shipped,2023-11-10,2023-07-26,2023-08-04,Road campaign seat discuss now medical.,Land,Improve yeah tell at allow red kid.
1752,756,132,1,8,19.8,0.4,7.65,Y,Pending,2023-04-15,2023-04-12,2023-10-19,Respond figure small hit.,Land,Prove including strategy great.
1753,257,11,4,1,71.69,0.03,7.47,Y,Shipped,2023-03-03,2023-03-25,2023-07-01,Could only three.,Sea,Cold represent never.
1754,219,72,4,9,91.3,0.22,6.55,Y,Pending,2024-01-21,2024-01-14,2023-07-09,Since work lot.,Sea,Color my conference people its style.
1755,344,155,4,1,29.67,0.15,4.61,N,Pending,2023-06-25,2023-04-24,2023-02-23,When machine bit member.,Air,Might participant ago perform job great.
1756,63,138,2,9,62.1,0.06,6.25,Y,Pending,2023-07-10,2023-10-11,2024-01-22,Process hold term brother tell up window.,Sea,Letter future find start fund population until.
1757,450,25,1,3,25.56,0.08,1.26,N,Shipped,2023-11-12,2023-08-20,2023-03-02,Focus where understand trip operation season mouth.,Air,On group low.
1758,716,85,4,3,25.3,0.23,8.14,N,Pending,2023-09-26,2023-12-23,2023-09-24,Site society argue guess drop green.,Air,Hear increase hard above receive program factor.
1759,532,138,5,3,93.02,0.24,4.31,N,Pending,2023-04-04,2024-01-26,2023-11-04,Place you even wear imagine issue.,Air,At any forward especially TV tough deep.
1760,394,77,3,1,89.33,0.47,1.8,N,Shipped,2023-05-29,2023-06-27,2023-04-28,Discussion when beat tax civil cultural.,Land,Discussion guy particularly never.
1761,881,190,2,5,40.33,0.22,1.83,N,Pending,2024-01-21,2024-01-11,2023-03-15,Hit hear bad particular top can factor.,Air,Last center career think worker place true lead.
1762,808,99,5,1,51.14,0.14,1.67,N,Pending,2024-01-10,2023-09-15,2023-02-14,Court still language anything air travel.,Land,Response section night until.
1763,431,176,4,5,41.41,0.3,8.33,Y,Shipped,2023-05-08,2023-10-02,2024-01-19,Bill own per some specific per.,Sea,General arrive sell painting material let simply.
1764,834,187,2,5,65.55,0.03,2.89,Y,Shipped,2023-09-12,2024-01-08,2023-11-06,Day once likely example local someone offer perhaps.,Land,Similar might social life true after politics.
1765,372,155,4,1,12.76,0.0,1.01,Y,Shipped,2023-11-02,2023-08-04,2023-10-25,Collection decision special treat film.,Sea,Hard build over father lose effect environmental.
1766,710,197,3,10,11.63,0.04,3.27,N,Pending,2023-06-13,2023-07-17,2024-01-14,Art animal newspaper whole important water.,Air,Me specific figure exist after country.
1767,680,49,4,3,90.73,0.33,8.07,Y,Pending,2023-04-20,2024-01-07,2023-05-08,Half purpose ground matter difference face everybody.,Air,Article pass minute.
1768,977,51,5,10,70.34,0.02,2.68,Y,Pending,2023-05-11,2023-04-16,2023-07-24,Without early out exist feeling manage degree.,Air,Try question activity ground generation.
1769,427,198,4,5,92.13,0.01,3.92,N,Pending,2023-06-06,2024-02-05,2023-08-01,None toward media read line.,Air,Brother notice human.
1770,142,1,1,7,14.5,0.4,6.36,Y,Pending,2023-04-04,2023-06-03,2023-06-16,Thing business leave though develop.,Air,American few up certain baby.
1771,516,70,4,1,56.49,0.27,9.86,Y,Shipped,2023-08-23,2023-02-17,2024-02-06,Spring pull glass make someone pressure.,Air,Skin light crime.
1772,67,13,1,7,51.34,0.17,1.05,N,Shipped,2023-11-03,2023-11-25,2023-05-14,Doctor throw let while it.,Land,Paper sense old gun ability.
1773,231,170,5,1,47.64,0.11,5.1,N,Pending,2023-07-10,2023-04-24,2023-07-09,Yourself kitchen next peace believe ready language.,Air,Can physical lawyer.
1774,106,154,3,4,12.35,0.04,3.44,Y,Shipped,2024-01-20,2024-02-10,2023-08-18,Particularly service color office.,Land,Benefit economy white sort bad.
1775,451,25,4,6,94.38,0.19,5.46,N,Pending,2023-05-28,2023-12-23,2023-11-15,Investment despite where high sell return.,Air,Society break physical statement could staff together.
1776,194,30,2,4,17.8,0.4,9.01,Y,Pending,2023-09-26,2024-02-08,2023-04-22,Foot become parent draw town until food.,Air,Trip strong message believe nice according wall.
1777,809,71,3,2,71.39,0.41,4.15,N,Pending,2023-02-17,2023-09-13,2024-01-19,Full administration only across food.,Air,Sea dream camera of.
1778,302,105,4,4,95.77,0.09,9.53,Y,Shipped,2023-07-31,2023-07-25,2023-08-22,Box his future one house agreement seven lawyer.,Sea,Hear citizen mind ground community.
1779,393,80,3,9,77.43,0.04,4.36,N,Shipped,2023-11-18,2023-09-24,2023-10-02,Usually talk score sing policy.,Air,Degree along case artist probably voice.
1780,506,50,5,4,95.53,0.29,9.71,Y,Pending,2024-01-11,2023-10-06,2023-04-30,Within bit teach course care human.,Sea,Two for evidence scientist.
1781,933,186,1,9,66.39,0.2,6.74,N,Shipped,2024-01-01,2023-05-09,2023-04-04,Cause sign determine lay my boy performance raise.,Land,Student this protect.
1782,229,74,3,3,43.04,0.23,3.12,Y,Pending,2023-08-07,2023-08-12,2023-07-08,Eight consider agreement pattern.,Land,Room response drug.
1783,633,138,3,5,61.29,0.22,7.45,N,Pending,2023-08-14,2023-09-12,2023-05-05,Different conference around morning agreement collection.,Land,Indeed important quality build natural.
1784,808,117,4,2,55.99,0.13,5.46,Y,Shipped,2023-09-15,2023-08-07,2023-09-29,Guy about health language while.,Air,Month listen social future keep actually.
1785,191,62,1,5,32.9,0.35,2.32,Y,Pending,2023-08-20,2023-02-25,2024-01-14,Itself receive already.,Sea,Trip mouth teacher music all easy sing how.
1786,398,5,2,10,93.47,0.25,6.89,Y,Pending,2023-07-03,2023-09-05,2023-03-06,Talk reduce artist agree garden will she father.,Sea,That view painting better.
